company_name,cik,filing_date,exec_name,name,current_role,age,compensation_salary,compensation_stock,compensation_bonus,compensation_other,compensation_total,compensation_year,education,start_date,past_roles,board_member,committee_memberships,other_board_memberships,notable_achievements
"Mondelez International, Inc.",0001103982,2021-04-07,Vinzenz Gruber,Vinzenz Gruber,"Executive Vice President and President, Europe",,776559,1903355,691914,17564,3873649,2021,[],,[],False,[],[],
"Mondelez International, Inc.",0001103982,2021-04-07,Laura Stein,Laura Stein,"Executive Vice President, Corporate & Legal Affairs and General Counsel",,705136,3472896,513340,87826,5589431,2021,[],2021,[],False,[],[],
"Mondelez International, Inc.",0001103982,2020-04-01,Dirk Van de Put,Dirk Van de Put,Chairman and Chief Executive Officer,61,1487670,9120315,2525250,674728,16128320,2021,[],2017,[],True,[],[],
"Mondelez International, Inc.",0001103982,2020-04-01,Luca Zaramella,Luca Zaramella,Executive Vice President and Chief Financial Officer,,843836,2617335,773500,384330,5284911,2021,[],,[],False,[],[],
"Mondelez International, Inc.",0001103982,2020-04-01,Maurizio Brusadelli,Maurizio Brusadelli,"Executive Vice President and President, Asia, Middle East & Africa (AMEA)",,682498,1824419,915229,846063,4732353,2021,[],,[],False,[],[],
"Mondelez International, Inc.",0001103982,2020-04-01,Vinzenz Gruber,Vinzenz Gruber,"Executive Vice President and President, Europe",,776559,1903355,691914,17564,3873649,2021,[],,[],False,[],[],
"Mondelez International, Inc.",0001103982,2020-04-01,Laura Stein,Laura Stein,"Executive Vice President, Corporate & Legal Affairs and General Counsel",,705136,3472896,513340,87826,5589431,2021,[],2021,[],False,[],[],
"Nutanix, Inc.",0001618732,2022-10-24,Rajiv Ramaswami,Rajiv Ramaswami,President and Chief Executive Officer,56,800000,138045,980000,0,2760450,2022,"[{'degree': 'B.Tech.', 'field': 'Electrical Engineering', 'university': 'Indian Institute of Technology, Madras', 'year': None}, {'degree': 'M.S.', 'field': 'Electrical Engineering', 'university': 'University of California, Berkeley', 'year': None}, {'degree': 'Ph.D.', 'field': 'Electrical Engineering', 'university': 'University of California, Berkeley', 'year': None}]",December 2020,"['Chief Operating Officer of Products and Cloud Services at VMware', 'Executive Vice President and General Manager, Networking and Security at VMware', 'Executive Vice President and General Manager, Infrastructure and Networking at Broadcom']",True,[],['NeoPhotonics Corporation (2014-2022)'],
"Nutanix, Inc.",0001618732,2022-10-24,Rukmini Sivaraman,Rukmini Sivaraman,Chief Financial Officer,41,420000,82826,291267,0,1200093,2022,"[{'degree': 'M.B.A.', 'field': None, 'university': 'Kellogg School of Management at Northwestern University', 'year': None}, {'degree': 'M.S.', 'field': 'Electrical Engineering', 'university': 'University of Michigan at Ann Arbor', 'year': None}]",May 2022,"['Senior Vice President, FP&A and Strategic Finance', 'Senior Vice President of Strategic Finance', 'Chief People Officer', 'Senior Vice President of People and Business Operations', 'Investment Banker at Goldman Sachs']",False,[],[],
"Nutanix, Inc.",0001618732,2022-10-24,David Sangster,David Sangster,Chief Operating Officer,58,475000,96630,436406,0,1908036,2022,"[{'degree': 'B.S.', 'field': 'Mechanical Engineering', 'university': 'Massachusetts Institute of Technology', 'year': None}, {'degree': 'M.S.', 'field': 'Manufacturing Systems Engineering', 'university': 'Stanford University', 'year': None}, {'degree': 'M.B.A.', 'field': 'Operations and Marketing', 'university': 'Santa Clara University', 'year': None}]",March 2019,"['Executive Vice President, Engineering & Operations', 'Executive Vice President, Support & Operations', 'Senior Vice President, Operations', 'Vice President, Operations', 'Vice President, Manufacturing Technology at EMC Corporation']",False,[],[],
"Nutanix, Inc.",0001618732,2022-10-24,Tyler Wall,Tyler Wall,Chief Legal Officer,56,475000,66260,436406,0,1577666,2022,"[{'degree': 'B.S.', 'field': 'Economics', 'university': 'University of Utah', 'year': None}, {'degree': 'J.D.', 'field': None, 'university': 'Santa Clara University - School of Law', 'year': None}, {'degree': 'M.B.A.', 'field': None, 'university': 'Santa Clara University – School of Business', 'year': None}]",November 2017,"['Senior Vice President, General Counsel at Red Book Connect, LLC', 'Vice President, General Counsel, Chief Compliance Officer and Corporate Secretary at Brocade']",False,[],[],
"Nutanix, Inc.",0001618732,2021-10-26,Rajiv Ramaswami,Rajiv Ramaswami,President and Chief Executive Officer,56,800000,,980000,,,2022,"[{'degree': 'B.Tech.', 'field': 'Electrical Engineering', 'university': 'Indian Institute of Technology, Madras', 'year': None}, {'degree': 'M.S.', 'field': 'Electrical Engineering', 'university': 'University of California, Berkeley', 'year': None}, {'degree': 'Ph.D.', 'field': 'Electrical Engineering', 'university': 'University of California, Berkeley', 'year': None}]",December 2020,"['Chief Operating Officer of Products and Cloud Services at VMware', 'Executive Vice President and General Manager, Networking and Security at VMware', 'Executive Vice President and General Manager, Infrastructure and Networking at Broadcom']",True,[],['NeoPhotonics Corporation (2014-2022)'],
"Nutanix, Inc.",0001618732,2021-10-26,Rukmini Sivaraman,Rukmini Sivaraman,Chief Financial Officer,41,420000,,291267,,,2022,"[{'degree': 'M.B.A.', 'field': None, 'university': 'Kellogg School of Management at Northwestern University', 'year': None}, {'degree': 'M.S.', 'field': 'Electrical Engineering', 'university': 'University of Michigan at Ann Arbor', 'year': None}]",May 2022,"['Senior Vice President, FP&A and Strategic Finance', 'Senior Vice President of Strategic Finance', 'Chief People Officer', 'Senior Vice President of People and Business Operations', 'Investment Banker at Goldman Sachs']",False,[],[],
"Nutanix, Inc.",0001618732,2021-10-26,David Sangster,David Sangster,Chief Operating Officer,58,475000,,436406,,,2022,"[{'degree': 'B.S.', 'field': 'Mechanical Engineering', 'university': 'Massachusetts Institute of Technology', 'year': None}, {'degree': 'M.S.', 'field': 'Manufacturing Systems Engineering', 'university': 'Stanford University', 'year': None}, {'degree': 'M.B.A.', 'field': 'Operations and Marketing', 'university': 'Santa Clara University', 'year': None}]",March 2019,"['Executive Vice President, Engineering & Operations', 'Executive Vice President, Support & Operations', 'Senior Vice President, Operations', 'Vice President, Operations', 'Vice President, Manufacturing Technology at EMC Corporation']",False,[],[],
"Nutanix, Inc.",0001618732,2021-10-26,Tyler Wall,Tyler Wall,Chief Legal Officer,56,475000,,436406,,,2022,"[{'degree': 'B.S.', 'field': 'Economics', 'university': 'University of Utah', 'year': None}, {'degree': 'J.D.', 'field': None, 'university': 'Santa Clara University - School of Law', 'year': None}, {'degree': 'M.B.A.', 'field': None, 'university': 'Santa Clara University – School of Business', 'year': None}]",November 2017,"['Senior Vice President, General Counsel at Red Book Connect, LLC', 'Vice President, General Counsel, Chief Compliance Officer and Corporate Secretary at Brocade']",False,[],[],
"Nutanix, Inc.",0001618732,2020-10-26,Rajiv Ramaswami,Rajiv Ramaswami,President and Chief Executive Officer,56,800000,,980000,,,2022,"[{'degree': 'B.Tech.', 'field': 'Electrical Engineering', 'university': 'Indian Institute of Technology, Madras', 'year': None}, {'degree': 'M.S.', 'field': 'Electrical Engineering', 'university': 'University of California, Berkeley', 'year': None}, {'degree': 'Ph.D.', 'field': 'Electrical Engineering', 'university': 'University of California, Berkeley', 'year': None}]",December 2020,"['Chief Operating Officer of Products and Cloud Services at VMware', 'Executive Vice President and General Manager, Networking and Security at VMware', 'Executive Vice President and General Manager, Infrastructure and Networking at Broadcom']",True,[],['NeoPhotonics Corporation (2014-2022)'],
"Nutanix, Inc.",0001618732,2020-10-26,Rukmini Sivaraman,Rukmini Sivaraman,Chief Financial Officer,41,420000,,291267,,,2022,"[{'degree': 'M.B.A.', 'field': None, 'university': 'Kellogg School of Management at Northwestern University', 'year': None}, {'degree': 'M.S.', 'field': 'Electrical Engineering', 'university': 'University of Michigan at Ann Arbor', 'year': None}]",May 2022,"['Senior Vice President, FP&A and Strategic Finance', 'Senior Vice President of Strategic Finance', 'Chief People Officer', 'Senior Vice President of People and Business Operations', 'Investment Banker at Goldman Sachs']",False,[],[],
"Nutanix, Inc.",0001618732,2020-10-26,David Sangster,David Sangster,Chief Operating Officer,58,475000,,436406,,,2022,"[{'degree': 'B.S.', 'field': 'Mechanical Engineering', 'university': 'Massachusetts Institute of Technology', 'year': None}, {'degree': 'M.S.', 'field': 'Manufacturing Systems Engineering', 'university': 'Stanford University', 'year': None}, {'degree': 'M.B.A.', 'field': 'Operations and Marketing', 'university': 'Santa Clara University', 'year': None}]",March 2019,"['Executive Vice President, Engineering & Operations', 'Executive Vice President, Support & Operations', 'Senior Vice President, Operations', 'Vice President, Operations', 'Vice President, Manufacturing Technology at EMC Corporation']",False,[],[],
"Nutanix, Inc.",0001618732,2020-10-26,Tyler Wall,Tyler Wall,Chief Legal Officer,56,475000,,436406,,,2022,"[{'degree': 'B.S.', 'field': 'Economics', 'university': 'University of Utah', 'year': None}, {'degree': 'J.D.', 'field': None, 'university': 'Santa Clara University - School of Law', 'year': None}, {'degree': 'M.B.A.', 'field': None, 'university': 'Santa Clara University – School of Business', 'year': None}]",November 2017,"['Senior Vice President, General Counsel at Red Book Connect, LLC', 'Vice President, General Counsel, Chief Compliance Officer and Corporate Secretary at Brocade']",False,[],[],
"Nutanix, Inc.",0001618732,2019-10-30,Rajiv Ramaswami,Rajiv Ramaswami,President and Chief Executive Officer,56,800000,,980000,,,2022,"[{'degree': 'B.Tech.', 'field': 'Electrical Engineering', 'university': 'Indian Institute of Technology, Madras', 'year': None}, {'degree': 'M.S.', 'field': 'Electrical Engineering', 'university': 'University of California, Berkeley', 'year': None}, {'degree': 'Ph.D.', 'field': 'Electrical Engineering', 'university': 'University of California, Berkeley', 'year': None}]",December 2020,"['Chief Operating Officer of Products and Cloud Services at VMware', 'Executive Vice President and General Manager, Networking and Security at VMware', 'Executive Vice President and General Manager, Infrastructure and Networking at Broadcom']",True,[],['NeoPhotonics Corporation (2014-2022)'],
"Nutanix, Inc.",0001618732,2019-10-30,Rukmini Sivaraman,Rukmini Sivaraman,Chief Financial Officer,41,420000,,291267,,,2022,"[{'degree': 'M.B.A.', 'field': None, 'university': 'Kellogg School of Management at Northwestern University', 'year': None}, {'degree': 'M.S.', 'field': 'Electrical Engineering', 'university': 'University of Michigan at Ann Arbor', 'year': None}]",May 2022,"['Senior Vice President, FP&A and Strategic Finance', 'Senior Vice President of Strategic Finance', 'Chief People Officer', 'Senior Vice President of People and Business Operations', 'Investment Banker at Goldman Sachs']",False,[],[],
"Nutanix, Inc.",0001618732,2019-10-30,David Sangster,David Sangster,Chief Operating Officer,58,475000,,436406,,,2022,"[{'degree': 'B.S.', 'field': 'Mechanical Engineering', 'university': 'Massachusetts Institute of Technology', 'year': None}, {'degree': 'M.S.', 'field': 'Manufacturing Systems Engineering', 'university': 'Stanford University', 'year': None}, {'degree': 'M.B.A.', 'field': 'Operations and Marketing', 'university': 'Santa Clara University', 'year': None}]",March 2019,"['Executive Vice President, Engineering & Operations', 'Executive Vice President, Support & Operations', 'Senior Vice President, Operations', 'Vice President, Operations', 'Vice President, Manufacturing Technology at EMC Corporation']",False,[],[],
"Nutanix, Inc.",0001618732,2019-10-30,Tyler Wall,Tyler Wall,Chief Legal Officer,56,475000,,436406,,,2022,"[{'degree': 'B.S.', 'field': 'Economics', 'university': 'University of Utah', 'year': None}, {'degree': 'J.D.', 'field': None, 'university': 'Santa Clara University - School of Law', 'year': None}, {'degree': 'M.B.A.', 'field': None, 'university': 'Santa Clara University – School of Business', 'year': None}]",November 2017,"['Senior Vice President, General Counsel at Red Book Connect, LLC', 'Vice President, General Counsel, Chief Compliance Officer and Corporate Secretary at Brocade']",False,[],[],
"Nutanix, Inc.",0001618732,2018-11-05,Rajiv Ramaswami,Rajiv Ramaswami,President and Chief Executive Officer,56,800000,,980000,,,2022,"[{'degree': 'B.Tech.', 'field': 'Electrical Engineering', 'university': 'Indian Institute of Technology, Madras', 'year': None}, {'degree': 'M.S.', 'field': 'Electrical Engineering', 'university': 'University of California, Berkeley', 'year': None}, {'degree': 'Ph.D.', 'field': 'Electrical Engineering', 'university': 'University of California, Berkeley', 'year': None}]",December 2020,"['Chief Operating Officer of Products and Cloud Services at VMware', 'Executive Vice President and General Manager, Networking and Security at VMware', 'Executive Vice President and General Manager, Infrastructure and Networking at Broadcom']",True,[],['NeoPhotonics Corporation (2014-2022)'],
"Nutanix, Inc.",0001618732,2018-11-05,Rukmini Sivaraman,Rukmini Sivaraman,Chief Financial Officer,41,420000,,291267,,,2022,"[{'degree': 'M.B.A.', 'field': None, 'university': 'Kellogg School of Management at Northwestern University', 'year': None}, {'degree': 'M.S.', 'field': 'Electrical Engineering', 'university': 'University of Michigan at Ann Arbor', 'year': None}]",May 2022,"['Senior Vice President, FP&A and Strategic Finance', 'Senior Vice President of Strategic Finance', 'Chief People Officer', 'Senior Vice President of People and Business Operations', 'Investment Banker at Goldman Sachs']",False,[],[],
"Nutanix, Inc.",0001618732,2018-11-05,David Sangster,David Sangster,Chief Operating Officer,58,475000,,436406,,,2022,"[{'degree': 'B.S.', 'field': 'Mechanical Engineering', 'university': 'Massachusetts Institute of Technology', 'year': None}, {'degree': 'M.S.', 'field': 'Manufacturing Systems Engineering', 'university': 'Stanford University', 'year': None}, {'degree': 'M.B.A.', 'field': 'Operations and Marketing', 'university': 'Santa Clara University', 'year': None}]",March 2019,"['Executive Vice President, Engineering & Operations', 'Executive Vice President, Support & Operations', 'Senior Vice President, Operations', 'Vice President, Operations', 'Vice President, Manufacturing Technology at EMC Corporation']",False,[],[],
"Nutanix, Inc.",0001618732,2018-11-05,Tyler Wall,Tyler Wall,Chief Legal Officer,56,475000,,436406,,,2022,"[{'degree': 'B.S.', 'field': 'Economics', 'university': 'University of Utah', 'year': None}, {'degree': 'J.D.', 'field': None, 'university': 'Santa Clara University - School of Law', 'year': None}, {'degree': 'M.B.A.', 'field': None, 'university': 'Santa Clara University – School of Business', 'year': None}]",November 2017,"['Senior Vice President, General Counsel at Red Book Connect, LLC', 'Vice President, General Counsel, Chief Compliance Officer and Corporate Secretary at Brocade']",False,[],[],
RANGE RESOURCES CORP,0000315852,2022-04-01,Jeffrey L. Ventura,Jeffrey L. Ventura,President and Chief Executive Officer,64,925000,4799996,1665000,152958,7542954,2021,"[{'degree': 'Bachelor of Science', 'field': 'Petroleum and Natural Gas Engineering', 'university': 'Pennsylvania State University', 'year': None}]",2003,"['Chief Operating Officer', 'President and Chief Operating Officer of Matador Petroleum Corporation']",True,['Dividend'],[],
RANGE RESOURCES CORP,0000315852,2022-04-01,Mark S. Scucchi,Mark S. Scucchi,Senior Vice President – Chief Financial Officer,,475000,2299992,712500,76328,3563820,2021,[],2012,[],False,[],[],
RANGE RESOURCES CORP,0000315852,2022-04-01,Dennis L. Degner,Dennis L. Degner,Senior Vice President – Chief Operating Officer,,475000,2279984,712500,78738,3546222,2021,[],2014,[],False,[],[],
RANGE RESOURCES CORP,0000315852,2022-04-01,David P. Poole,David P. Poole,Senior Vice President – General Counsel and Corporate Secretary,,450000,1500001,506250,80970,2537221,2021,[],2008,[],False,[],[],
RANGE RESOURCES CORP,0000315852,2022-04-01,Alan W. Farquharson,Alan W. Farquharson,Senior Vice President – Reservoir Engineering & Economics,,376000,900002,423000,68855,1767857,2021,[],2000,[],False,[],[],
RANGE RESOURCES CORP,0000315852,2021-04-02,Jeffrey L. Ventura,Jeffrey L. Ventura,President and Chief Executive Officer,64,925000,4799996,1665000,152958,7542954,2021,"[{'degree': 'Bachelor of Science', 'field': 'Petroleum and Natural Gas Engineering', 'university': 'Pennsylvania State University', 'year': None}]",2003,"['Chief Operating Officer', 'President and Chief Operating Officer of Matador Petroleum Corporation']",True,['Dividend'],[],
RANGE RESOURCES CORP,0000315852,2021-04-02,Mark S. Scucchi,Mark S. Scucchi,Senior Vice President – Chief Financial Officer,,475000,2299992,712500,76328,3563820,2021,[],2012,[],False,[],[],
RANGE RESOURCES CORP,0000315852,2021-04-02,Dennis L. Degner,Dennis L. Degner,Senior Vice President – Chief Operating Officer,,475000,2279984,712500,78738,3546222,2021,[],2014,[],False,[],[],
RANGE RESOURCES CORP,0000315852,2021-04-02,David P. Poole,David P. Poole,Senior Vice President – General Counsel and Corporate Secretary,,450000,1500001,506250,80970,2537221,2021,[],2008,[],False,[],[],
RANGE RESOURCES CORP,0000315852,2021-04-02,Alan W. Farquharson,Alan W. Farquharson,Senior Vice President – Reservoir Engineering & Economics,,376000,900002,423000,68855,1767857,2021,[],2000,[],False,[],[],
RANGE RESOURCES CORP,0000315852,2020-04-03,Jeffrey L. Ventura,Jeffrey L. Ventura,President and Chief Executive Officer,64,925000,4799996,1665000,152958,7542954,2021,"[{'degree': 'Bachelor of Science', 'field': 'Petroleum and Natural Gas Engineering', 'university': 'Pennsylvania State University', 'year': None}]",2003,"['Chief Operating Officer', 'President and Chief Operating Officer of Matador Petroleum Corporation']",True,['Dividend'],[],
RANGE RESOURCES CORP,0000315852,2020-04-03,Mark S. Scucchi,Mark S. Scucchi,Senior Vice President – Chief Financial Officer,,475000,2299992,712500,76328,3563820,2021,[],2012,[],False,[],[],
RANGE RESOURCES CORP,0000315852,2020-04-03,Dennis L. Degner,Dennis L. Degner,Senior Vice President – Chief Operating Officer,,475000,2279984,712500,78738,3546222,2021,[],2014,[],False,[],[],
RANGE RESOURCES CORP,0000315852,2020-04-03,David P. Poole,David P. Poole,Senior Vice President – General Counsel and Corporate Secretary,,450000,1500001,506250,80970,2537221,2021,[],2008,[],False,[],[],
RANGE RESOURCES CORP,0000315852,2020-04-03,Alan W. Farquharson,Alan W. Farquharson,Senior Vice President – Reservoir Engineering & Economics,,376000,900002,423000,68855,1767857,2021,[],2000,[],False,[],[],
RANGE RESOURCES CORP,0000315852,2019-04-05,Jeffrey L. Ventura,Jeffrey L. Ventura,President and Chief Executive Officer,64,925000,4799996,1665000,152958,7542954,2021,"[{'degree': 'Bachelor of Science', 'field': 'Petroleum and Natural Gas Engineering', 'university': 'Pennsylvania State University', 'year': None}]",2003,"['Chief Operating Officer', 'President and Chief Operating Officer of Matador Petroleum Corporation']",True,['Dividend'],[],
RANGE RESOURCES CORP,0000315852,2019-04-05,Mark S. Scucchi,Mark S. Scucchi,Senior Vice President – Chief Financial Officer,,475000,2299992,712500,76328,3563820,2021,[],2012,[],False,[],[],
RANGE RESOURCES CORP,0000315852,2019-04-05,Dennis L. Degner,Dennis L. Degner,Senior Vice President – Chief Operating Officer,,475000,2279984,712500,78738,3546222,2021,[],2014,[],False,[],[],
RANGE RESOURCES CORP,0000315852,2019-04-05,David P. Poole,David P. Poole,Senior Vice President – General Counsel and Corporate Secretary,,450000,1500001,506250,80970,2537221,2021,[],2008,[],False,[],[],
RANGE RESOURCES CORP,0000315852,2019-04-05,Alan W. Farquharson,Alan W. Farquharson,Senior Vice President – Reservoir Engineering & Economics,,376000,900002,423000,68855,1767857,2021,[],2000,[],False,[],[],
SYSCO CORP,0000096021,2022-10-06,Kevin P. Hourican,Kevin P. Hourican,President and Chief Executive Officer,49,1296438,6990845,2070900,151511,13656506,2022,"[{'degree': 'Undergraduate', 'field': 'Economics', 'university': 'The Pennsylvania State University', 'year': None}, {'degree': ""Master's"", 'field': 'Supply Chain Management', 'university': 'The Pennsylvania State University', 'year': None}]",February 2020,"['Executive Vice President of CVS Health Corporation', 'President of CVS Pharmacy']",True,['Executive Committee'],[],
SYSCO CORP,0000096021,2022-10-06,Aaron E. Alt,Aaron E. Alt,Executive Vice President and Chief Financial Officer,51,789247,1804782,840583,75568,4322593,2022,"[{'degree': 'J.D.', 'field': 'Law', 'university': 'Harvard Law School', 'year': None}, {'degree': 'MBA', 'field': 'Business Administration', 'university': 'J.L. Kellogg School of Management at Northwestern University', 'year': None}, {'degree': 'B.A.', 'field': 'History and Political Science', 'university': 'Northwestern University', 'year': None}]",December 2020,"['Senior Vice President and Chief Financial Officer of Sally Beauty Holdings', 'President of Sally Beauty Supply']",False,[],[],
SYSCO CORP,0000096021,2022-10-06,Greg D. Bertrand,Greg D. Bertrand,"Executive Vice President, U.S. Foodservice Operations",58,696441,3792142,927297,143689,6289701,2022,[],July 2016,"['Senior Vice President, U.S. Foodservice Operations', 'Senior Vice President, Foodservice Operations (West)']",False,[],[],
SYSCO CORP,0000096021,2022-10-06,Tim Ørting Jørgensen,Tim Ørting Jørgensen,"Former Executive Vice President and President, Foodservice Operations, International",57,684474,1377688,620169,3535882,6218213,2022,"[{'degree': 'Master of Science', 'field': 'Business Administration', 'university': 'Copenhagen Business School', 'year': None}]",January 2021,['Executive Vice President International for Arla Foods'],False,[],[],
SYSCO CORP,0000096021,2022-10-06,"Thomas R. Peck, Jr.","Thomas R. Peck, Jr.","Executive Vice President, Chief Information and Digital Officer",55,661974,1397230,705005,86184,3479363,2022,"[{'degree': 'Master of Science', 'field': 'Management', 'university': 'Naval Postgraduate School', 'year': None}, {'degree': 'Bachelor of Science', 'field': 'Economics', 'university': 'United States Naval Academy', 'year': None}]",January 2021,"['Executive Vice President, Chief Information and Digital Officer for Ingram Micro Inc.']",False,[],[],
SYSCO CORP,0000096021,2022-10-06,Judith S. Sansone,Judith S. Sansone,Executive Vice President and Chief Commercial Officer,62,661974,1397230,775506,70276,3533956,2022,"[{'degree': 'Associate', 'field': None, 'university': 'Holyoke Community College', 'year': None}]",October 2020,"['Senior Vice President, Front Store Business/Chief Merchant for CVS Health Corporation']",False,[],[],
SYSCO CORP,0000096021,2021-10-06,Kevin P. Hourican,Kevin P. Hourican,President and Chief Executive Officer,49,1296438,6990845,2070900,151511,13656506,2022,"[{'degree': 'Undergraduate degree', 'field': 'Economics', 'university': 'The Pennsylvania State University', 'year': None}, {'degree': ""Master's degree"", 'field': 'Supply Chain Management', 'university': 'The Pennsylvania State University', 'year': None}]",February 2020,"['Executive Vice President of CVS Health Corporation', 'President of CVS Pharmacy']",True,['Executive Committee'],[],
SYSCO CORP,0000096021,2021-10-06,Aaron E. Alt,Aaron E. Alt,Executive Vice President and Chief Financial Officer,51,789247,1804782,840583,75568,4322593,2022,"[{'degree': 'J.D.', 'field': 'Law', 'university': 'Harvard Law School', 'year': None}, {'degree': 'MBA', 'field': 'Business Administration', 'university': 'J.L. Kellogg School of Management at Northwestern University', 'year': None}, {'degree': 'B.A.', 'field': 'History and Political Science', 'university': 'Northwestern University', 'year': None}]",December 2020,"['Senior Vice President and Chief Financial Officer of Sally Beauty Holdings', 'President of Sally Beauty Supply']",False,[],[],
SYSCO CORP,0000096021,2021-10-06,Greg D. Bertrand,Greg D. Bertrand,"Executive Vice President, U.S. Foodservice Operations",58,696441,3792142,927297,143689,6289701,2022,[],1991,"['Senior Vice President, U.S. Foodservice Operations', 'Market Vice President-Midwest']",False,[],[],
SYSCO CORP,0000096021,2021-10-06,Tim Ørting Jørgensen,Tim Ørting Jørgensen,"Former Executive Vice President and President, Foodservice Operations, International",57,684474,1377688,620169,3535882,6218213,2022,"[{'degree': 'Master of Science', 'field': 'Business Administration', 'university': 'Copenhagen Business School', 'year': None}]",January 2021,['Executive Vice President International for Arla Foods'],False,[],[],
SYSCO CORP,0000096021,2021-10-06,"Thomas R. Peck, Jr.","Thomas R. Peck, Jr.","Executive Vice President, Chief Information and Digital Officer",55,661974,1397230,705005,86184,3479363,2022,"[{'degree': 'Master of Science', 'field': 'Management', 'university': 'Naval Postgraduate School', 'year': None}, {'degree': 'Bachelor of Science', 'field': 'Economics', 'university': 'United States Naval Academy', 'year': None}]",January 2021,"['Executive Vice President, Chief Information and Digital Officer for Ingram Micro Inc.']",False,[],[],
SYSCO CORP,0000096021,2021-10-06,Judith S. Sansone,Judith S. Sansone,Executive Vice President and Chief Commercial Officer,62,661974,1397230,775506,70276,3533956,2022,"[{'degree': 'Associate degree', 'field': None, 'university': 'Holyoke Community College', 'year': None}]",October 2020,"['Senior Vice President, Front Store Business/Chief Merchant for CVS Health Corporation']",False,[],[],
SYSCO CORP,0000096021,2020-10-07,Kevin P. Hourican,Kevin P. Hourican,President and Chief Executive Officer,49,1296438,6990845,2070900,151511,13656506,2022,"[{'degree': 'Undergraduate', 'field': 'Economics', 'university': 'The Pennsylvania State University', 'year': None}, {'degree': ""Master's"", 'field': 'Supply Chain Management', 'university': 'The Pennsylvania State University', 'year': None}]",February 2020,"['Executive Vice President of CVS Health Corporation', 'President of CVS Pharmacy']",True,['Executive Committee'],[],
SYSCO CORP,0000096021,2020-10-07,Aaron E. Alt,Aaron E. Alt,Executive Vice President and Chief Financial Officer,51,789247,1804782,840583,75568,4322593,2022,"[{'degree': 'J.D.', 'field': 'Law', 'university': 'Harvard Law School', 'year': None}, {'degree': 'MBA', 'field': 'Business Administration', 'university': 'J.L. Kellogg School of Management at Northwestern University', 'year': None}, {'degree': 'B.A.', 'field': 'History and Political Science', 'university': 'Northwestern University', 'year': None}]",December 2020,"['Senior Vice President and Chief Financial Officer of Sally Beauty Holdings', 'President of Sally Beauty Supply']",False,[],[],
SYSCO CORP,0000096021,2020-10-07,Greg D. Bertrand,Greg D. Bertrand,"Executive Vice President, U.S. Foodservice Operations",58,696441,3792142,927297,143689,6289701,2022,[],July 2016,"['Senior Vice President, U.S. Foodservice Operations', 'Senior Vice President, Foodservice Operations (West)']",False,[],[],
SYSCO CORP,0000096021,2020-10-07,Tim Ørting Jørgensen,Tim Ørting Jørgensen,"Former Executive Vice President and President, Foodservice Operations, International",57,684474,1377688,620169,3535882,6218213,2022,"[{'degree': 'Master of Science', 'field': 'Business Administration', 'university': 'Copenhagen Business School', 'year': None}]",January 2021,['Executive Vice President International for Arla Foods'],False,[],[],
SYSCO CORP,0000096021,2020-10-07,"Thomas R. Peck, Jr.","Thomas R. Peck, Jr.","Executive Vice President, Chief Information and Digital Officer",55,661974,1397230,705005,86184,3479363,2022,"[{'degree': 'Master of Science', 'field': 'Management', 'university': 'Naval Postgraduate School', 'year': None}, {'degree': 'Bachelor of Science', 'field': 'Economics', 'university': 'United States Naval Academy', 'year': None}]",January 2021,"['Executive Vice President, Chief Information and Digital Officer for Ingram Micro Inc.']",False,[],[],
SYSCO CORP,0000096021,2020-10-07,Judith S. Sansone,Judith S. Sansone,Executive Vice President and Chief Commercial Officer,62,661974,1397230,775506,70276,3533956,2022,"[{'degree': 'Associate', 'field': None, 'university': 'Holyoke Community College', 'year': None}]",October 2020,"['Senior Vice President, Front Store Business/Chief Merchant for CVS Health Corporation']",False,[],[],
SYSCO CORP,0000096021,2019-10-02,Kevin P. Hourican,Kevin P. Hourican,President and Chief Executive Officer,49,1296438,6990845,2070900,151511,13656506,2022,"[{'degree': 'Undergraduate', 'field': 'Economics', 'university': 'The Pennsylvania State University', 'year': None}, {'degree': ""Master's"", 'field': 'Supply Chain Management', 'university': 'The Pennsylvania State University', 'year': None}]",February 2020,"['Executive Vice President of CVS Health Corporation', 'President of CVS Pharmacy']",True,['Executive Committee'],[],
SYSCO CORP,0000096021,2019-10-02,Aaron E. Alt,Aaron E. Alt,Executive Vice President and Chief Financial Officer,51,789247,1804782,840583,75568,4322593,2022,"[{'degree': 'J.D.', 'field': 'Law', 'university': 'Harvard Law School', 'year': None}, {'degree': 'MBA', 'field': 'Business Administration', 'university': 'J.L. Kellogg School of Management at Northwestern University', 'year': None}, {'degree': 'B.A.', 'field': 'History and Political Science', 'university': 'Northwestern University', 'year': None}]",December 2020,"['Senior Vice President and Chief Financial Officer of Sally Beauty Holdings', 'President of Sally Beauty Supply']",False,[],[],
SYSCO CORP,0000096021,2019-10-02,Greg D. Bertrand,Greg D. Bertrand,"Executive Vice President, U.S. Foodservice Operations",58,696441,3792142,927297,143689,6289701,2022,[],July 2016,"['Senior Vice President, U.S. Foodservice Operations', 'Market Vice President-Midwest']",False,[],[],
