company_name,cik,filing_date,name,age,current_role,past_roles,compensation_salary,compensation_stock,compensation_bonus,compensation_other,compensation_total,compensation_year,start_date,board_member,committee_memberships,other_board_memberships,notable_achievements,education1_degree,education1_field,education1_university,education1_year,education2_degree,education2_field,education2_university,education2_year,education3_degree,education3_field,education3_university,education3_year
"RHYTHM PHARMACEUTICALS, INC.",0001649904,2023-04-27,David P. Meeker,68,Chief Executive Officer,"President and CEO of Genzyme Corporation; EVP, Head Sanofi Genzyme; CEO of KSQ Therapeutics, Inc.",652050,2157300,505420,10988,3325758,2022,2015,True,,"Pharvaris GmbH; Trevi Therapeutics, Inc.",,MD,Medicine,University of Vermont Medical School,,Advanced Management Program,Business Administration,Harvard Business School,2000,,,,
"RHYTHM PHARMACEUTICALS, INC.",0001649904,2023-04-27,Hunter C. Smith,55,Chief Financial Officer,"Vice President, Finance and Chief Financial Officer of the Inflammation and Immunology Business Unit at Celgene Corporation; Chief Financial Officer-Asia at Bunge Limited",460000,522925,217000,15200,1215125,2022,2017,False,,Aeglea Biotherapeutics Inc.,,MBA,Finance,New York University’s Stern School of Business,,BA,History,Northwestern University,,,,,
"RHYTHM PHARMACEUTICALS, INC.",0001649904,2023-04-27,Jennifer Chien,48,"Executive Vice President, Head of North America","Chief Commercial Officer at Krystal Biotech, Inc.; Vice President, Head of Genetic Diseases at Sanofi Genzyme",430000,442475,202000,12200,1086675,2022,2020,False,,,,BS,,Massachusetts Institute of Technology,,MPH,,Harvard University,,,,,
"RHYTHM PHARMACEUTICALS, INC.",0001649904,2023-04-27,Yann Mazabraud,50,"Executive Vice President, Head of International","Chief Commercial Officer and Head of International of Trevi Therapeutics, Inc.; U.S. General Manager and North America Head, Rare Diseases at Sanofi Genzyme",380643,442475,202697,164090,1189905,2022,2020,False,,,,Master’s,Management,Ecole Supérieure de Commerce de La Rochelle,,,,,,,,,
"RHYTHM PHARMACEUTICALS, INC.",0001649904,2023-04-27,Joseph Shulman,48,Chief Technical Officer,Senior Vice President of Technical Operations at Ra Pharmaceuticals; Senior Vice President of Global Technical Operations at Novelion Therapeutics,410000,341913,186000,12200,950113,2022,2020,False,,,,MBA,,Boston University,,BS,Chemical Engineering,Miami University,,,,,
"RXO, Inc.",0001929561,2024-10-28,Drew Wilkerson,,Director and Executive Officer,,142512,604070,,,,2024,,True,,,,,,,,,,,,,,,
"RXO, Inc.",0001929561,2024-10-28,Jamie Harris,,,,47867,275024,,,,2024,,,,,,,,,,,,,,,,,
"RXO, Inc.",0001929561,2024-10-28,Jeffrey Firestone,,,,42509,162071,,,,2024,,,,,,,,,,,,,,,,,
"RadNet, Inc.",0000790526,2023-04-28,Howard Berger,,Chief Executive Officer,,1500000,0,4000000,0,5555517,2022,,True,,,,,,,,,,,,,,,
"RadNet, Inc.",0000790526,2023-04-28,Mark Stolper,,Executive Vice President and Chief Financial Officer,,575000,447366,0,0,1022366,2022,,False,,,,,,,,,,,,,,,
"RadNet, Inc.",0000790526,2023-04-28,Stephen Forthuber,,Executive Vice President and Chief Operating Officer,,650000,512912,0,0,1162912,2022,,False,,,,,,,,,,,,,,,
"RadNet, Inc.",0000790526,2023-04-28,Norman Hames,,Executive Vice President and Chief Administrative Officer,,650000,512912,0,0,1162912,2022,,False,,,,,,,,,,,,,,,
"RadNet, Inc.",0000790526,2023-04-28,Mital Patel,,Executive Vice President and Chief Technology Officer,,575000,426052,0,0,1001052,2022,,False,,,,,,,,,,,,,,,
"Rigetti Computing, Inc.",0001838359,2024-04-29,Subodh Kulkarni,,President and Chief Executive Officer,"President, Chief Executive Officer, and member of the Board of Directors of CyberOptics Corporation; Chief Executive Officer of Prism Computational Sciences; Chief Technology Officer and Senior Vice President of OEM/Emerging business, global commercial business, R&D and manufacturing at Imation",,,,,,,December 2022,True,,KeyTronic Corporation; Prism Computational Sciences (Chairman),,B.S.,Chemical Engineering,"Indian Institute of Technology, Mumbai",,M.S.,Chemical Engineering,MIT,,Ph.D.,Chemical Engineering,MIT,
"Rigetti Computing, Inc.",0001838359,2024-04-29,Rick Danis,,General Counsel and Corporate Secretary,,,,,,,,,False,,,,,,,,,,,,,,,
"Rigetti Computing, Inc.",0001838359,2024-04-29,David Rivas,,Chief Technology Officer,,,,,,,,,False,,,,,,,,,,,,,,,
"Riot Platforms, Inc.",0001167419,2023-10-17,Hannah Cho,,Director,,,,,,68150,2023,,True,,,,,,,,,,,,,,,
"Riot Platforms, Inc.",0001167419,2023-10-17,Hubert Marleau,,Director,,,,,,27860,2023,,True,,,,,,,,,,,,,,,
"Riot Platforms, Inc.",0001167419,2023-10-17,Lance D’Ambrosio,,Director,,,,,,13441,2023,,True,,,,,,,,,,,,,,,
"Riot Platforms, Inc.",0001167419,2023-10-17,Benjamin Yi,,Executive,,,,,,3385344,2023,,False,,,,,,,,,,,,,,,
"Riot Platforms, Inc.",0001167419,2023-10-17,Jason Les,,Chief Executive Officer,,,,,,3463589,2023,,False,,,,,,,,,,,,,,,
"Riot Platforms, Inc.",0001167419,2023-10-17,Jeffrey McGonegal,,Former Chief Financial Officer,Chief Financial Officer,,,,,415888,2023,,False,,,,,,,,,,,,,,,
"Riot Platforms, Inc.",0001167419,2023-10-17,Colin Yee,,Executive,,,,,,354006,2023,,False,,,,,,,,,,,,,,,
"Riot Platforms, Inc.",0001167419,2023-10-17,William Jackman,,Executive,,,,,,1004557,2023,,False,,,,,,,,,,,,,,,
"Riot Platforms, Inc.",0001167419,2023-10-17,Chad Everett Harris,,Former Chief Commercial Officer,Chief Commercial Officer,,,,,14400,2023,,False,,,,,,,,,,,,,,,
Roivant Sciences Ltd.,0001635088,2024-07-26,Matthew Gline,40,Chief Executive Officer,"Chief Financial Officer; Senior VP, Finance and Business Operations",725000,0,0,13189,738189,2023,2016,True,,Datavant,,A.B.,Physics,Harvard College,,,,,,,,,
Roivant Sciences Ltd.,0001635088,2024-07-26,Mayukh Sukhatme,48,President and Chief Investment Officer,President of Roivant Pharma; Chief Business Officer,550000,0,0,574560,574560,2023,2015,True,,,Produced all 10 of Roivant's positive Phase 3 studies and garnered 6 FDA approvals.,M.D.,Medicine,Harvard Medical School,,B.S.,Biology,MIT,,B.S.,Literature,MIT,
Roivant Sciences Ltd.,0001635088,2024-07-26,Richard Pulik,45,Chief Financial Officer,"Global Head of Business Development & Licensing and Portfolio Management, Oncology at Novartis",425000,587048,1846250,17388,5149434,2023,2021,False,,,,B.S.,Finance,The Wharton School,,B.A.,Economics and International Relations,University of Pennsylvania,,,,,
Roivant Sciences Ltd.,0001635088,2024-07-26,Rakhi Kumar,44,Chief Accounting Officer,"Vice President, Finance and External Reporting",375000,587048,1657828,13170,4331159,2023,2015,False,,NeuroPace; Roivant Social Ventures,,M.S.,Accounting and Taxation,University of Hartford,,,,,,,,,
SANMINA CORP,0000897723,2023-01-27,Jure Sola,72,Chairman and Chief Executive Officer,Executive Chairman; Co-Chairman of the Board; President; Vice President and General Manager; Vice President of Sales,1218750,11867000,3632813,41930,16760493,2022,1980,True,,,Co-founded Sanmina Corporation,,,,,,,,,,,,
SANMINA CORP,0000897723,2023-01-27,Kurt Adzema,,Executive Vice President and Chief Financial Officer,,537500,1773250,550000,1378,2862128,2022,,False,,,,,,,,,,,,,,,
SANMINA CORP,0000897723,2023-01-27,Alan McW. Reid,,"Executive Vice President, Global Human Resources",,376250,1183980,385000,965,1946195,2022,,False,,,,,,,,,,,,,,,
SANMINA CORP,0000897723,2023-01-27,Dennis R. Young,,"Former Executive Vice President, Worldwide Sales",,106481,0,0,1006,107487,2022,,False,,,,,,,,,,,,,,,
"SKYWORKS SOLUTIONS, INC.",0000004127,2023-03-24,Liam K. Griffin,56,"Chairman, Chief Executive Officer and President","Executive Vice President and Corporate General Manager; Executive Vice President and General Manager, High Performance Analog; Senior Vice President, Sales and Marketing",1124289,13087793,2423906,31174,16667162,2022,2016,True,,National Instruments Corporation,,,,,,,,,,,,,
"SKYWORKS SOLUTIONS, INC.",0000004127,2023-03-24,Kris Sennesael,,Senior Vice President and Chief Financial Officer,,585092,4131556,788306,17384,5522338,2022,,False,,,,,,,,,,,,,,,
"SKYWORKS SOLUTIONS, INC.",0000004127,2023-03-24,Reza Kasnavi,,"Senior Vice President, Technology and Manufacturing",,553677,4013570,597396,33910,5198553,2022,,False,,,,,,,,,,,,,,,
"SKYWORKS SOLUTIONS, INC.",0000004127,2023-03-24,Carlos S. Bori,,"Senior Vice President, Sales and Marketing",,515327,4013570,557713,15324,5101934,2022,,False,,,,,,,,,,,,,,,
"SKYWORKS SOLUTIONS, INC.",0000004127,2023-03-24,Robert J. Terry,,"Senior Vice President, General Counsel and Secretary",,518885,3305147,559858,22731,4406621,2022,,False,,,,,,,,,,,,,,,
SPIRE INC,0001126956,2022-12-14,Suzanne Sitherwood,,President and Chief Executive Officer,,981567,2605078,715087,311088,4974714,2022,,True,,,,,,,,,,,,,,,
SPIRE INC,0001126956,2022-12-14,Steven P. Rasche,,"Executive Vice President, Chief Financial Officer",,488990,592576,217512,102817,1538013,2022,,False,,,,,,,,,,,,,,,
SPIRE INC,0001126956,2022-12-14,Steven L. Lindsey,,"Executive Vice President, Chief Operating Officer",,567717,884140,314264,122795,1950324,2022,,False,,,,,,,,,,,,,,,
SPIRE INC,0001126956,2022-12-14,Mark C. Darrell,,"Senior Vice President, Chief Legal and Compliance Officer",,437195,466996,161840,83796,1170876,2022,,False,,,,,,,,,,,,,,,
SPIRE INC,0001126956,2022-12-14,Michael C. Geiselhart,,"Senior Vice President, Chief Strategy and Corporate Development Officer",,437195,434180,145927,67405,1155191,2022,,False,,,,,,,,,,,,,,,
SYNOPSYS INC,0000883241,2023-02-17,Aart J. de Geus,68,Chief Executive Officer and Chairperson of the Board of Directors,President; Chief Operating Officer; Senior Vice President of Engineering; Senior Vice President of Marketing; co-Chief Executive Officer,,,,,,2023,1986,True,,"Applied Materials, Inc.",,,,,,,,,,,,,
SYNOPSYS INC,0000883241,2023-02-17,Sassine Ghazi,,President and Chief Operating Officer,,,,,,,2023,,False,,,,,,,,,,,,,,,
SYNOPSYS INC,0000883241,2023-02-17,"John F. Runkel, Jr.",,General Counsel and Corporate Secretary,,,,,,,2023,,False,,,,,,,,,,,,,,,
SYNOPSYS INC,0000883241,2023-02-17,Chi-Foon Chan,,Former co-Chief Executive Officer,President; Chief Operating Officer; co-Chief Executive Officer,,,,,,2023,,False,,,,,,,,,,,,,,,
SYNOPSYS INC,0000883241,2023-02-17,Trac Pham,,Former Chief Financial Officer,,,,,,,2023,,False,,,,,,,,,,,,,,,
SYNOPSYS INC,0000883241,2023-02-17,Joseph W. Logan,,Former Chief Revenue Officer,,,,,,,2023,,False,,,,,,,,,,,,,,,
Scholar Rock Holding Corp,0001727196,2024-04-29,Jay Backstrom,70,Chief Executive Officer & President,"Executive Vice President, Research and Development at Acceleron Pharma; Chief Medical Officer of Celgene Corporation",623538,1540180,1500000,17575,4111853,2023,2022,True,,"Lava Therapeutics N.V.; Be BioPharma, Inc.",,MD,Medicine,Temple University School of Medicine,,MPH,Public Health,St. Louis University School of Public Health,,,,,
Scholar Rock Holding Corp,0001727196,2024-04-29,Edward H. Myles,52,Chief Operating Officer and Chief Financial Officer,Chief Operating Officer and Chief Financial Officer of AMAG Pharmaceuticals; Chief Financial Officer and Chief Operating Officer at Ocata Therapeutics,486615,654577,637500,14534,2012863,2023,2020,False,,,,MBA,Business Administration,John M. Olin School of Business at Washington University,,BS,Business Administration,University of Hartford,,,,,
Scholar Rock Holding Corp,0001727196,2024-04-29,Tracey Sacco,47,Chief Commercial Officer,"Senior Vice President, Global Strategic Marketing at Acceleron Pharma; Consultant at The Nemetz Group",367115,1732703,25000,13548,2306558,2023,2023,False,,,,MBA,Business Administration,NYU Stern School of Business,,BA,Economics and Sociology,Boston College,,,,,
TD SYNNEX CORP,0001177394,2023-02-06,Richard Hume,63,President and CEO,"CEO of Tech Data Corporation; Executive Vice President, Chief Operating Officer of Tech Data Corporation; General Manager and COO, Global Technology Services at IBM",960000,2249948,2179104,9150,7498195,2022,2021,True,,The Allstate Corporation,,Bachelor of Science,Accounting,Pennsylvania State University,,,,,,,,,
TD SYNNEX CORP,0001177394,2023-02-06,Dennis Polk,56,Executive Chair,President and CEO; Chief Operating Officer; Chief Financial Officer; Senior Vice President of Corporate Finance,743125,1033226,1974813,113573,4198051,2022,2002,True,,Concentrix Corporation; Terreno Realty Corporation,,,,,,,,,,,,,
TD SYNNEX CORP,0001177394,2023-02-06,Marshall Witt,,Chief Financial Officer,,512500,962272,697994,35111,2347476,2022,2013,False,,,,,,,,,,,,,,,
TD SYNNEX CORP,0001177394,2023-02-06,Michael Urban,,"President, Americas","President, Worldwide Technology Solutions Distribution",562692,1207061,1011297,31699,3142749,2022,2019,False,,,,,,,,,,,,,,,
TD SYNNEX CORP,0001177394,2023-02-06,Patrick Zammit,,"President, Europe and APJ","President, Europe of Tech Data",530062,1520432,553032,194516,2798042,2022,2021,False,,,,,,,,,,,,,,,
TERAWULF INC.,0001083301,2023-05-04,Paul B. Prager,64,Chief Executive Officer and Chair of the Board of Directors,Co-Founder and Executive Chairman of NovaWulf; CEO of Beowulf Energy LLC; Founder of Brooklyn Marine & Oil LLC; Chief Executive Officer of Direct Gas,740588,0,0,17355,757943,2022,February 2021,True,,Investment Committee and Trustee of the U.S. Naval Academy Foundation,,Graduate,,U.S. Naval Academy,,,,,,,,,
TERAWULF INC.,0001083301,2023-05-04,Nazar M. Khan,47,"Chief Operating Officer, Chief Technology Officer and Executive Director",Co-Founder and Chief Operating Officer of NovaWulf; Executive Vice President of Beowulf; Investment Banking and Private Equity at Evercore Partners Inc.,,,,,,,February 2021,True,,,,B.S.,,University of Pennsylvania,,B.A.,,University of Pennsylvania,,,,,
TERAWULF INC.,0001083301,2023-05-04,Kerri M. Langlais,46,Chief Strategy Officer and Executive Director,Executive at Beowulf; Investment Banking Division at Goldman Sachs; Advisory Services at Harvard University,,,,,,,February 2021,True,,,,B.A.,Finance,Boston College,,,,,,,,,
TERAWULF INC.,0001083301,2023-05-04,Patrick A. Fleury,45,Chief Financial Officer,"Managing Director of NovaWulf; Founding Member of the Credit Team at Platinum Equity; Managing Director at Blackstone’s GSO Capital Partners; Global Energy & Power Investment Banking Group at Banc of America Securities, LLC",215803,3300000,0,251,3516054,2022,"May 16, 2022",False,,,,B.A.,Economics and Government & Legal Studies,Bowdoin College,,,,,,,,,
TERAWULF INC.,0001083301,2023-05-04,Kenneth J. Deane,53,Chief Accounting Officer and Treasurer,"Chief Financial Officer, Vice President and Corporate Secretary at Isonics Corporation; Senior Finance Manager at Sun Microsystems, Inc.; Audit Manager at Deloitte LLP",325634,990000,0,17244,1332878,2022,"May 16, 2022",False,,,,B.S.,Accounting,University of Florida,,M.S.,Accounting,University of Florida,,,,,
TETRA TECH INC,0000831641,2023-01-17,Dan L. Batrack,,"Chairman, CEO",,1204327,6281608,0,62413,10331897,2022,,True,,,,,,,,,,,,,,,
TETRA TECH INC,0000831641,2023-01-17,Steven M. Burdick,,"EVP, CFO",,603269,1128581,791915,45318,2569083,2022,,False,,,,,,,,,,,,,,,
TETRA TECH INC,0000831641,2023-01-17,Leslie L. Shoemaker,,President,,603269,1128581,791915,41349,2565114,2022,,False,,,,,,,,,,,,,,,
TETRA TECH INC,0000831641,2023-01-17,Derek G. Amidon,,"SVP and President, CIG and CAM",,484808,920707,628932,51443,2085889,2022,,False,,,,,,,,,,,,,,,
TETRA TECH INC,0000831641,2023-01-17,Preston Hopson,,"SVP, General Counsel, and Secretary",,484808,920707,602820,45095,2053429,2022,,False,,,,,,,,,,,,,,,
"Toll Brothers, Inc.",0000794170,2023-01-25,"Douglas C. Yearley, Jr.",,Chairman and Chief Executive Officer,Senior Vice President; Regional President; Executive Vice President,,,,,,2022,1990,True,,,,,,,,,,,,,,,
"Toll Brothers, Inc.",0000794170,2023-01-25,Stephen F. East,,Member of the Board,Managing Director and Senior Consumer Analyst at Wells Fargo & Company; Partner and Senior Managing Director at Evercore ISI,,182500,,,282500,2022,March 2020,True,Audit and Risk Committee; Compensation Committee; Public Debt and Equity Securities Committee,,Chartered Financial Analyst designation,,,,,,,,,,,,
"Toll Brothers, Inc.",0000794170,2023-01-25,Christine N. Garvey,,Member of the Board,"Global Head of Corporate Real Estate Services at Deutsche Bank AG; Vice President of Worldwide Real Estate and Workplace Resources at Cisco Systems, Inc.; Group Executive Vice President at Bank of America Corporation",,196158,,,306158,2022,September 2009,True,Audit and Risk Committee; Compensation Committee; Public Debt and Equity Securities Committee,"Healthpeak Properties, Inc.; Prologis, Inc.; Hilton Hotels Corporation",,,,,,,,,,,,,
"Toll Brothers, Inc.",0000794170,2023-01-25,Karen H. Grimes,,Member of the Board,"Senior Managing Director, Partner, and Equity Portfolio Manager at Wellington Management Company LLP; Director of Research and Equity Analyst at Wilmington Trust Company; Portfolio Manager and Equity Analyst at First Atlanta Corporation; Portfolio Manager and Equity Analyst at Butcher and Singer",,189458,,,289458,2022,March 2019,True,Audit and Risk Committee; Governance Committee,"Tegna Inc.; Corteva, Inc.",Chartered Financial Analyst designation,,,,,,,,,,,,
"Toll Brothers, Inc.",0000794170,2023-01-25,Derek T. Kan,,Member of the Board,"Chief Business Officer at Deliverr, Inc.; Deputy Director of the White House Office of Management and Budget; Under Secretary at the U.S. Department of Transportation; General Manager for Lyft; Policy Advisor to the former Senate Majority Leader; Presidential Management Fellow at the White House Office of Management and Budget",,,,,77917,2022,December 2021,True,,United States Postal Service Board of Governors,Founding member of the White House COVID Task Force and Operation Warp Speed,,,,,,,,,,,,
"Toll Brothers, Inc.",0000794170,2023-01-25,Carl B. Marbach,,Member of the Board,"President and Chief Executive Officer of Shared Charter, Inc.; President of Greater Marbach Airlines, Inc.; President of Internetwork Publishing Corp.",,201700,,,305033,2022,December 1991,True,Compensation Committee; Audit and Risk Committee; Public Debt and Equity Securities Committee,,,,,,,,,,,,,,
"Toll Brothers, Inc.",0000794170,2023-01-25,John A. McLean,,Member of the Board,Senior Managing Director of New York Life Investment Management LLC; Chief Executive Officer and Distribution Principal for Hartford Funds Distributors; Head of U.S. Retail and Offshore Sales at Eaton Vance Investment Managers,,191600,,,296667,2022,March 2016,True,Compensation Committee; Governance Committee,The Gateway to Leadership Foundation,,,,,,,,,,,,,
"Toll Brothers, Inc.",0000794170,2023-01-25,Wendell E. Pritchett,,Member of the Board,Riepe Presidential Professor of Law and Education at the University of Pennsylvania; Interim President of the University of Pennsylvania; University Provost; Chancellor of Rutgers-Camden; Deputy Chief of Staff and Director of Policy for Philadelphia Mayor Michael Nutter; Chair of the Redevelopment Authority of Philadelphia; President of the Philadelphia Housing Development Corporation,,186058,,,284458,2022,March 2018,True,Governance Committee; Compensation Committee,Clarivate plc,,,,,,,,,,,,,
"Toll Brothers, Inc.",0000794170,2023-01-25,Paul E. Shapiro,,Member of the Board,"Chairman of the board of directors of Q Capital Holdings LLC; Senior Vice President of MacAndrews & Forbes Holdings, Inc.; Chief Administrative Officer of Revlon, Inc.; Chief Administrative Officer of Sunbeam Corporation; General Counsel of Coleman Company, Inc.; General Counsel of Marvel Entertainment, Inc.; Managing shareholder of the Palm Beach County office of Greenberg Traurig LLP; Partner in Wolf, Block, Schorr and Solis-Cohen LLP",,195000,,,340000,2022,December 1993,True,Governance Committee; Audit and Risk Committee,,,,,,,,,,,,,,
"Toll Brothers, Inc.",0000794170,2023-01-25,Scott D. Stowell,,Member of the Board,"President and Chief Executive Officer of Capital Thirteen LLC; Executive Chairman of CalAtlantic Group, Inc.; Chief Executive Officer of Standard Pacific Homes",,,,,85000,2022,November 2021,True,,"Pacific Mutual Holding Company; HomeAid America; First Point Volleyball Foundation; Dean’s Advisory Board at University of California, Irvine’s Merage Business School",,,,,,,,,,,,,
Trump Media & Technology Group Corp.,0001849635,2023-11-17,Eric Swider,,Chief Executive Officer,Interim Chief Executive Officer; Director,0,0,0,0,0,2023,September 2021,True,Compensation Committee; Audit Committee,,,Mechanics Engineering and Nuclear Science Studies,,US Naval Engineering and Nuclear A Schools,,,,,,,,,
Trump Media & Technology Group Corp.,0001849635,2023-11-17,Katherine Chiles,,Chief Financial Officer,Financial Analyst; Director of Financial Operations,0,0,0,0,0,2023,April 2023,False,,,,Bachelor of Science,Finance,Auburn University at Montgomery,,,,,,,,,
Trump Media & Technology Group Corp.,0001849635,2023-11-17,Alexander Cano,,President and Secretary,"Chief Operating Officer; Vice President, Business Development & Sales Strategy",0,0,0,0,0,2023,April 2023,False,,,,B.S.B.A.,Finance,American University in Washington D.C.,,,,,,,,,
Trump Media & Technology Group Corp.,0001849635,2023-11-17,Edward Preble,,Director,Founder and President of Alpamayo CPG and Private Label,0,0,0,0,0,2023,January 2023,True,Audit Committee; Compensation Committee,,,Bachelor of Arts,Finance,Florida International University,,Corporate Master’s Degree,Business Administration,Florida International University,,,,,
Trump Media & Technology Group Corp.,0001849635,2023-11-17,Jeffrey Smith,,Director,Founder and Managing Attorney for LawVisory,0,0,0,0,0,2023,April 2023,True,Audit Committee; Compensation Committee,,,B.S.,Accounting,University of Kentucky,,J.D.,,University of Kentucky,,L.L.M.,Securities & Financial Regulation,Georgetown Law,
Twist Bioscience Corp,0001581280,2023-01-06,Keith Crandell,62,Director,,,,,,,,October 2013,True,,Quanterix Corporation; 908 Devices Inc.; DA32 Life Science Tech Acquisition Corp.,,B.S.,Chemistry and Mathematics,St. Lawrence University,,M.S.,Chemistry,"University of Texas, Arlington",,M.B.A.,,University of Chicago,
Twist Bioscience Corp,0001581280,2023-01-06,Jan Johannessen,66,Director,"Chief Operating Officer and Secretary at Conexant Systems, LLC; Chief Financial Officer at Conexant Systems, LLC; Chief Executive Officer at Conexant Systems, LLC; Chief Financial Officer and Secretary at REC Silicon ASA; Interim Chief Executive Officer and President at Lattice Semiconductor Corporation; Chief Financial Officer and Secretary at Lattice Semiconductor Corporation",,,,,,,October 2018,True,Audit and Risk Committee Chair; Nominating and Corporate Governance Committee Member,,,B.S.,Business,University of Houston,,M.B.A.,International Business,Arizona State University,,,,,
UGI CORP /PA/,0000884614,2022-12-14,Roger Perreault,,President and Chief Executive Officer,"Executive Vice President, Global LPG",934610,3146467,790763,176337,6060694,2022,,False,,,,,,,,,,,,,,,
UGI CORP /PA/,0000884614,2022-12-14,Ted J. Jastrzebski,,Chief Financial Officer,,727661,957511,394616,116028,2504003,2022,,False,,,,,,,,,,,,,,,
UGI CORP /PA/,0000884614,2022-12-14,Robert F. Beard,,"Executive Vice President, Natural Gas, Global Engineering & Construction, and Procurement",,569532,785941,557273,20474,2196356,2022,,False,,,,,,,,,,,,,,,
UGI CORP /PA/,0000884614,2022-12-14,Monica M. Gaudiosi,,"Vice President, General Counsel and Secretary",,554735,672768,263232,85150,1792380,2022,,False,,,,,,,,,,,,,,,
UGI CORP /PA/,0000884614,2022-12-14,Judy Zagorski,,Chief Human Resources Officer,,519171,598617,246390,95172,1651988,2022,July 2020,False,,,,,,,,,,,,,,,
URANIUM ENERGY CORP,0001334933,2023-06-08,Amir Adnani,,President and Chief Executive Officer,,449167,964705,880000,0,2315872,2022,,True,,Uranium Royalty Corp.; GoldMining Inc.,,,,,,,,,,,,,
URANIUM ENERGY CORP,0001334933,2023-06-08,Pat Obara,,"Secretary, Treasurer and Chief Financial Officer",,156877,201820,150011,0,515795,2022,,False,,,,,,,,,,,,,,,
URANIUM ENERGY CORP,0001334933,2023-06-08,Scott Melbye,,Executive Vice President,,263862,264893,150000,0,691255,2022,,False,,,,,,,,,,,,,,,
VALVOLINE INC,0001674910,2022-12-16,"Samuel J. Mitchell, Jr.",61,Chief Executive Officer,Senior Vice President of Ashland Inc.; President of Valvoline,1040965,2925000,1043047,,,2022,2016,True,,Transylvania University; University of Kentucky Gatton College of Business Dean’s Advisory Council,,Bachelor of Science,Business Administration,Miami University,,MBA,,University of Chicago,,Advanced Management Program,,Harvard Business School,
VALVOLINE INC,0001674910,2022-12-16,Mary E. Meixelsperger,,,,603765,825000,453730,,,2022,,,,,,,,,,,,,,,,,
VALVOLINE INC,0001674910,2022-12-16,Lori A. Flees,,,,309615,1000000,232676,,,2022,,,,,,,,,,,,,,,,,
VALVOLINE INC,0001674910,2022-12-16,Julie M. O’Daniel,,"Senior Vice President, Chief Legal Officer and Corporate Secretary",,438300,400000,263506,,,2022,,,,,,,,,,,,,,,,,
VALVOLINE INC,0001674910,2022-12-16,Jamal K. Muashsher,,,,405077,325000,243533,,,2022,,,,,,,,,,,,,,,,,
"Vera Therapeutics, Inc.",0001831828,2024-04-03,"Marshall Fordyce, M.D.",,"President, Chief Executive Officer, and Director",,585638,0,324500,0,3429733,2023,December 2020,True,,,,,,,,,,,,,,,
"Vera Therapeutics, Inc.",0001831828,2024-04-03,Sean Grant,,Chief Financial Officer,,455000,0,184000,3000,1761820,2023,July 2021,False,,,,,,,,,,,,,,,
"Vera Therapeutics, Inc.",0001831828,2024-04-03,"Celia Lin, M.D.",,Former Chief Medical Officer,,457763,0,0,3000,1020673,2023,February 2021,False,,,,,,,,,,,,,,,
Verona Pharma plc,0001657312,2023-03-21,Mark W. Hahn,60,Chief Financial Officer,"CFO of Dova Pharmaceuticals; CFO of Cempra, Inc.",430450,3983498,331531,22401,4767880,2022,February 2020,True,,ALSP Orchid Acquisition Corporation I,Certified Public Accountant in Maryland and North Carolina,B.B.A,Accounting and Finance,University of Wisconsin-Milwaukee,,,,,,,,,
Verona Pharma plc,0001657312,2023-03-21,David Zaccardelli,58,"President, Chief Executive Officer and Executive Director","President and CEO of Dova Pharmaceuticals; Acting CEO of Cempra, Inc.; Chief Operating Officer, Chief Manufacturing Officer, and Executive Vice President at United Therapeutics Corporation",524842,4133500,497297,27501,5183140,2022,February 2020,True,,,,Pharm.D,,University of Michigan,,,,,,,,,
Verona Pharma plc,0001657312,2023-03-21,Kathleen Rickard,64,Chief Medical Officer,Chief Medical Officer at Aerocrine AB; Vice President Clinical Development and Medical Affairs at GlaxoSmithKline,434439,863000,217220,3342,1518001,2022,February 2019,False,,,,M.D,,"Hahnemann University Hospital, Philadelphia",,,,,,,,,
"Vertex, Inc.",0001806837,2023-04-28,David DeStefano,60,"President, Chief Executive Officer and Chairperson","Executive Vice President; Vice President, Chief Financial Officer",572018,5749999,635736,44415,7002168,2022,2016,True,,Advisory Board for Corporate Social Responsibility at the Satell Institute; Board of Trustees of the Joseph Fund,,BS,Finance,Lehigh University,,,,,,,,,
"Vertex, Inc.",0001806837,2023-04-28,John Schwab,55,Chief Financial Officer,Chief Financial Officer of Flagship Credit Acceptance,453358,1315707,332701,51388,2153153,2022,2020,False,,,,BS,Accounting,LaSalle University,,,,,,,,,
"Vertex, Inc.",0001806837,2023-04-28,Bryan Rowland,43,General Counsel,"Senior Vice President, General Counsel, Chief Compliance Officer and Corporate Secretary at Checkpoint Systems",300527,224022,152270,48550,725368,2022,2017,False,,,,BA,Psychology and Philosophy,Towson University,,Juris Doctorate,Law,Villanova University Charles Widger School of Law,,,,,
"Victory Capital Holdings, Inc.",0001570827,2023-03-30,David C. Brown,50,Chief Executive Officer and Chairman,,600000,3914992,4865000,303418,9683410,2022,August 2013,True,,,,,,,,,,,,,,,
"Victory Capital Holdings, Inc.",0001570827,2023-03-30,Michael D. Policarpo,48,"President, Chief Financial Officer and Chief Administrative Officer",Chief Financial Officer; Chief Operating Officer,450000,1694973,2490000,238524,4873497,2022,2005,False,,,,Bachelor of Science,Accounting and Finance,Lehigh University,,,,,,,,,
